factory_code	name	address	city	country	region	product	status	compliance	latitude	longitude	capacity	contact	email	last_order	location_type
ZZZWJD	Nanjing Wjd Textile Co. Ltd	Room 2601-2606, Building No.3 Jiaye International Town, No.158 Lushan Road, Jianye Nanjing Jiangsu Sheng 210019 China	Nanjing	China	Asia	Unspecified	Active	Not Set	37.7817	102.3874	20000	ZZZWJD - NANJING WJD TEXTILE CO LTD			Approximate
UNI011	Unico Universal Co. Ltd	6/F., Landmark Plaza, NO.89, Wusi Road Fuzhou China FUZHOU Fujian Sheng 350003 China	Fuzhou China	China	Asia	Unspecified	Active	Not Set	35.0057	103.3394	500000	UNI011 - UNICO UNIVERSAL CO., LTD			Approximate
VISLID	Wenzhou Liding Shoes Co. Ltd	No,1751, Wenqu East Road, Guoxi Street, Ouhai Distric Wenzhou City Zhejiang Sheng China	Wenzhou City	China	Asia	Unspecified	Inactive	Not Set	34.9737	105.8394	40	VIS005 - VISION FOOTWEAR LTD		18/10/2023	Approximate
PEPJIAN	Haiyan Jiande Garments Co. Ltd	HAIYAN JIAXING Zhejiang Sheng China	Jiaxing	China	Asia	Unspecified	Inactive	Not Set	37.4497	104.7754		ZZZPEP - PEPWING TEXTILE IMP & EXP			Approximate
UNIFUQ	Fuqing Shengda Plastic Products Co. Ltd	YUXI TOWN, FUQING CITY, FUJIAN, CHINA FUZHOU Fujian Sheng China	Fuzhou	China	Asia	Unspecified	Inactive	Not Set	37.2097	103.2074	150000	UNI011 - UNICO UNIVERSAL CO., LTD			Approximate
ZZZGLE	Ningbo Glee Cluster Info Tech Co. Ltd	Rm 5-3, Bldg #2 of Dixintong, No.515 Lamei Road, Yinzhou Ningbo Zhejiang Sheng 315040 China	Ningbo	China	Asia	Unspecified	Active	Not Set	37.8017	102.7874	299998	ZZZGLE - NINGBO GLEE CLUSTER INFO TECH			Approximate
LONGLI	Ningbo Longji Garment Co. Ltd	No.155 Baihe Road, Xiangshan Ningbo Zhejiang Sheng China	Ningbo	China	Asia	Unspecified	Inactive	Not Set	37.3417	103.3474	600000	ZZZGLE - NINGBO GLEE CLUSTER INFO TECH			Approximate
ZHOHON	Xiangshan Hongzhao Knitting Factory	JIING AN STREET, XIANGSHAN CITY, ZHEJIANG PROVINCE , CHINA, 315700 NINGBO Zhejiang Sheng China	Ningbo	China	Asia	Unspecified	Active	Not Set	34.1617	102.3034	300000	ZZZZHO - NINGBO ZONGRONG IMP.&EXP. CO.,LTD.			Approximate
SHA009	Shanghai Hansen Global Supply Co. Ltd	Room 308,11 building, 1500 LianHua Nan Road, Shanghai, China Minhang District Shanghai Shi China	Minhang District	China	Asia	Unspecified	Active	Not Set	34.2457	105.0674	50000	SHA009 - SHANGHAI HANSEN INVESTMENT CO			Approximate
SHALAN	Shaoxing Lanjian Clothing Co. Ltd	No.10, Pingjiang South Road, Yuecheng District, Shaoxing City, Zhejiang Province, China. zhejiang Zhejiang Sheng China	Zhejiang	China	Asia	Unspecified	Inactive	Not Set	37.2577	104.3114	40000	SHA009 - SHANGHAI HANSEN INVESTMENT CO			Approximate
SHAMIN	Yiwu Shi Mingsheng Raiment Co. Ltd	No. 27, Nengdali Road, Dacheng New Zone, Dacheng Town, Yiwu City, Zhejiang Province, China. Zhejiang Province, China. Zhejiang Sheng China	Zhejiang Province, China.	China	Asia	Unspecified	Inactive	Not Set	35.2057	105.9794	50000	SHA009 - SHANGHAI HANSEN INVESTMENT CO			Approximate
FIT002	The Fitting Belt Co	54 - 58 Addison Road Marrickville New South Wales 2204 Australia	Marrickville	Australia	Oceania	Unspecified	Active	Not Set	-26.5424	133.1551	1500	FIT002 - THE FITTING BELT COMPANY	sales@fbco.com.au		Approximate
FITMOO	Guangzhou Moon Shine Leather Co. Ltd	6/F No. 113 Xin Dun Road, Xin Tang Town, Guangzhou City Guangdong Sheng China	Xin Tang Town,	China	Asia	Unspecified	Inactive	Not Set	35.5497	103.3634	50000	FIT002 - THE FITTING BELT COMPANY			Approximate
TIE001	The Tie Works	179 Fulham Road ALPHINGTON Victoria 3078 Australia	Alphington	Australia	Oceania	Unspecified	Active	Not Set	-27.2664	132.9951	5000	TIE001 - TIE WORKS PTY LTD			Approximate
KAI001	Zhejiang Kaierhai Textile Garments Co. Ltd	dongtao village pingshui town shaoxing county zhejiang P.R.China SHAOXING Zhejiang Sheng 312050 China	Shaoxing	China	Asia	Unspecified	Inactive	Not Set	34.4617	105.3714	250000	KAI001 - ZHEJIANG KAIERHAI TEXTILE GARMENTS CO.,LTD			Approximate
NANXIG	Nanchang Xigao Industraial Co. Ltd	No. 888 Changdong Avenue, Qingshanhu district Nanchang Jiangxi Sheng 330000 China	Nanchang	China	Asia	Unspecified	Inactive	Not Set	34.8337	105.1474	300000	NANXIG - NANCHANG XIGAO INDUSTRIAL CO LTD			Approximate
FRE004	Freestyle Milling Group	UNIT 49 34~36 RALPH STREET,ALEXANDRA ALEXANDRA Victoria 2015 Australia	Alexandra	Australia	Oceania	Unspecified	Active	Not Set	-25.5424	131.7871		FRE004 - FREESTYLE MILLING GROUP			Approximate
FREWEI	Ningbo Weiyi Garments Co. Ltd	No.2 Jianye Road, Economic Development Zoon xiangshan Zhejiang Sheng China	Xiangshan	China	Asia	Unspecified	Inactive	Not Set	36.6137	104.9594	100	FRE004 - FREESTYLE MILLING GROUP			Approximate
FREYIJ	Yijia Garment Co. Ltd	No.2 YongFeng Industrial District, XinHua ,JunAn Town, SHUNDE Guangdong Sheng China	Shunde	China	Asia	Unspecified	Inactive	Not Set	36.2577	104.2514	30	FRE004 - FREESTYLE MILLING GROUP			Approximate
FREAUS	Auskey Apparel Co. Ltd	NO 1.ShaTou Property Buliding, JunAn Town, ShunDe District, Guangdong Province, China Fou shan Guangdong Sheng China	Fou Shan	China	Asia	Unspecified	Inactive	Not Set	35.2497	104.0714		FRE004 - FREESTYLE MILLING GROUP			Approximate
FRERUN	Jurong Runkai Garment Co;Ltd	No.158 Hongwu RD JURONG Jiangsu Sheng China	Jurong	China	Asia	Unspecified	Inactive	Not Set	36.0817	103.0354	30	FRE004 - FREESTYLE MILLING GROUP			Approximate
ZZZJST	Brightex Co. Ltd	RM 1301, BLK 3, OCEAN INT'L CENTER, NO. 166 SOUTH TAIPING ROAD NANJING Jiangsu Sheng 210002 China	Nanjing	China	Asia	Unspecified	Active	Not Set	34.5897	102.7234	200000	ZZZJST - BRIGHTEX CO LTD	zhanghuimin@brightextile.com		Approximate
SAMSAT_DONOTUSE	SAMSAT- SAMS ATTIRE LTD_DONOTUSE	BHUIYAN TOWER, PLOT # 10, ASHULIA ROAD, JAMGORA, SAVAR, DHAKA ASHULIA, JAMGORA. DHAKA 1349 Bangladesh	Ashulia, Jamgora.	Bangladesh	Asia	Unspecified	Inactive	Not Set	22.029	88.8323					Approximate
TIEQIA	Shengzhou Qiantai Garment Co. Ltd	No. 88 Jingsheng Road, East City Part of Shengzhou Economic Development Area Shengzhou Shaoxing Zhejiang Sheng China	Shengzhou	China	Asia	Unspecified	Inactive	Not Set	36.5057	104.7194	120000	TIE001 - TIE WORKS PTY LTD			Approximate
TEX004	Texcraft Singapore Pte Co. Ltd	101 CECIL STREET #09-06 TONG NG BUILDING SINGAPORE Central Singapore 69533 Singapore	Singapore	Singapore	Asia	Unspecified	Active	Not Set	1.2641	104.5718	500	TEX004 - TEXCRAFT SINGAPORE PTE LTD			Approximate
SHA010	Shanghai Unitex Apparel Co Ltd	Rm 1402, No 849 Wang Hang Du Rd Jin An Shanghai Shanghai Shi 200042 China	Jin An	China	Asia	Unspecified	Active	Not Set	36.5217	102.9394	100000				Approximate
TEST	Brightextile Co. Ltd	Rm1301, Blk3, Ocean Int'l Center, 166 South Taiping Road,Nanjing, China NANJING Jiangsu Sheng China	Nanjing	China	Asia	Unspecified	Inactive	Not Set	37.4577	103.2074					Approximate
KIMKAR	Zhejiang Karl Necktie and Dress Co. Ltd	No.68 Karl Road, Lushan District Shengzhou City Zhejiang Sheng 312499 China	Shengzhou City	China	Asia	Unspecified	Inactive	Not Set	37.0617	103.5754	250000	ZZZKIM - HANGZHOU KIMHAIE TRADING CO LTD		2/10/2020	Approximate
REECHE	Guan Cheung Garment Co. Ltd	No.9, Gaolong East Road, Gaobu Town, Dongguan City, Guangdong, China Dongguan Guangdong Sheng China	Dongguan	China	Asia	Unspecified	Inactive	Not Set	34.1297	105.3194	100000	REE002 - GUANGZHOU REEGO GARMENT CO,.LTD (EVEROLLING INVESTMENT)		12/03/2021	Approximate
BESSHE	Jiangyin Shengbin Knitting Co. Ltd	No. 195 Huannan Road Huashi Town Jiangyin jiangyin Jiangsu Sheng China	Huashi Town Jiangyin	China	Asia	Unspecified	Inactive	Not Set	35.3737	102.6874	300000	ZZZBES - ZHANGJIAGANG BEST COVER FASHION CO.,LTD			Approximate
BESSHI	Nantong Shield Suitcase Bag Co. Ltd	No. 82, East Waihuan Road Nantong nantong Jiangsu Sheng China	Nantong	China	Asia	Unspecified	Active	Not Set	34.9697	102.3954	300000	ZZZBES - ZHANGJIAGANG BEST COVER FASHION CO.,LTD			Approximate
SUNGUO	Xinyi Guotai Litian Yongjin Clothing Co. Ltd	66 Yinbin Avenue , Qipan Town Xinyi ,Xuzhou,Jiangsu Xinyi Jiangsu Sheng China	Xinyi ,Xuzhou,Jiangsu	China	Asia	Unspecified	Inactive	Not Set	37.0017	102.6034	120000	ZZZSUN - NINGBO CENTURY SUNSHINE TRADE CO.,LTD		28/04/2021	Approximate
KIMWUC	Wucho Fashion Ltd	Afsar Uddin Sheikh Complex, Hazi Liakat Ali Road, Jamgara, Ashulia, Savar, Dhaka Dhaka Dhaka Bangladesh	Dhaka	Bangladesh	Asia	Unspecified	Inactive	Not Set	23.217	89.9163	120000	ZZZKIM - HANGZHOU KIMHAIE TRADING CO LTD			Approximate
ZZZLUY	Zhejiang Luyao Shoes Co. Ltd	LUYAO SHOES COMPANY DONGMENG INDUSTRIAL AREA WUNIU YONGJIA,WENZHOU,ZHEJIANG,CHINA WENZHOU Zhejiang Sheng China	Wenzhou	China	Asia	Unspecified	Active	Not Set	36.3297	104.6634	180000	ZZZLUY - ZHEJIANG LUYAO SHOES CO.,LTD			Approximate
TEXSAM	PT. Samwon Busana Indonesia	KAWASAN INDUSTRI CANDI BLOCK 11D, GATOT SUBROTO STREET, NGALIYAN, SEMARANG, INDONESIA 50182 SEMARANG Jawa 50182 Indonesia	Semarang	Indonesia	Asia	Unspecified	Inactive	Not Set	-0.9013	115.6733	525000	TEX004 - TEXCRAFT SINGAPORE PTE LTD		20/10/2021	Approximate
TEXSTA	PT. Starcam Apparel Indonesia	Desa Mindahan RT 002 RW 001 Kel.Mindahan Kec.BateAlit Jepara Jawa Indonesia	Kec.Batealit	Indonesia	Asia	Unspecified	Active	Not Set	0.8547	112.5293		TEX004 - TEXCRAFT SINGAPORE PTE LTD			Approximate
TEXSAN	PT. Sansan Saudaratex Jaya	CIBALIGO NO.33 , CIMAHI BANDUNG Jawa 40535 Indonesia	Bandung	Indonesia	Asia	Unspecified	Inactive	Not Set	-0.8933	112.0013	3	TEX004 - TEXCRAFT SINGAPORE PTE LTD			Approximate
KRA002	Krayons Sourcing Ltd	7/F PARK FOOK INDUSTRIAL BUILDING cTAI NAN WEST STREET CHEUNG SHA WAN KOWLOON Hong Kong	West Street Cheung Sha Wan	Hong Kong	Asia	Unspecified	Active	Not Set	23.6233	112.6214		KRA002 - KRAYONS SOURCING LTD	rajnish.kapoor@krayonsourcing.com	17/08/2022	Approximate
VISHUA	Wenzhou Hualunboshi Shoes Co. Ltd	6th Floor, Building 1, No.26, Qiwei Road, Shuangyu Industrial Zone, Wenzhou City Zhejiang Sheng 325000 China	Wenzhou City	China	Asia	Unspecified	Active	Not Set	35.7417	102.2194	12	VIS005 - VISION FOOTWEAR LTD		12/02/2026	Approximate
KRAGRE	Green Smart Shirts Ltd	Tepirbari, Mawna, Sreepur, Gazipur GAZIPUR Dhaka Bangladesh	Gazipur	Bangladesh	Asia	Unspecified	Inactive	Not Set	24.193	91.2243	800	KRA002 - KRAYONS SOURCING LTD		30/08/2021	Approximate
SAM003	Ids Fashions Hong Kong Ltd	OFFICE H-12/F KING PALACE PLAZA KWUNTONG, KOWLOON Hong Kong	Kwuntong, Kowloon	Hong Kong	Asia	Unspecified	Active	Not Set	23.3473	113.3534	2	SAM003 - IDS FASHIONS HONG KONG LTD			Approximate
BELSUN	Sunny Jet Textiles Co. Ltd	NO.9 LONG QUAN ROAD GUANG LING INDUSTRY ZONE,YANG ZHOU,JIANG SU,CHINA YANG ZHOU Jiangsu Sheng 225003 China	Yang Zhou	China	Asia	Unspecified	Active	Not Set	34.0457	103.6314	2	BELL001 - BELLVIEW CORPORATION PTY LTD		22/10/2025	Approximate
SAMSAT	SAMS ATTIRE LTD	Plot# 10, Bhuiyan Tower Ashulia, Savar Dhaka 1349 Bangladesh	Ashulia, Savar	Bangladesh	Asia	Unspecified	Active	Not Set	23.277	90.1443	500	SAM003 - IDS FASHIONS HONG KONG LTD		29/09/2020	Approximate
SONUGL	Branch of Garment 10 Corp Jsc - Bim Son Garment Factory	Hammlet No 4, Quang Trung commune, Bim Son town, Thanh Hoa province, Viet nam Bim son Thanh Hóa Vietnam	Bim Son	Vietnam	Asia	Unspecified	Inactive	Not Set	14.3463	109.5972	30000	SON001C - GUANGDONG TEXTILES IMPORT & EXPORT CO, LTD (SONNETEX PTY LTD)			Approximate
ZHU002	Zhejiang Zhuji Newdan Garment Co. Ltd	NO.80 WANGYUN RD JIYANG STR., ZHUJI Zhejiang Sheng 311800 China	Jiyang Str.,	China	Asia	Unspecified	Inactive	Not Set	36.7737	102.7994	300000	ONE003 - ONE TWENTY CLOTHING COMPANY PTY LTD , ZHU002 - Zhejiang Zhuji Newdan Garment Co Ltd			Approximate
JSTLIN	Changzhou Linge Fashion Co. Ltd	No.6,Tianshan Rd., Xinbei District, Changzhou, Jiangsu, China Changzhou Jiangsu Sheng China	Changzhou	China	Asia	Unspecified	Active	Not Set	36.0497	104.7834	80000	ZZZJST - BRIGHTEX CO LTD	zheng_yi@126.com	11/12/2020	Approximate
LIANELI	Elite Garments Industries Ltd	Bade Kalmeswar, Board Bazar, Gazipur Gazipur/ Dhaka Dhaka Bangladesh	Gazipur/ Dhaka	Bangladesh	Asia	Unspecified	Inactive	Not Set	24.201	88.6123		LIAN001 - Haian Lianfa Garments. Co.,Ltd		28/10/2020	Approximate
LIAN001	Haian Lianfa Garments. Co. Ltd	88#henglian Road, Haian Nantong Jiangsu Sheng 226600 China	Nantong	China	Asia	Unspecified	Active	Not Set	35.0657	105.2274	500000				Approximate
BESNAH	Shanghai Nahai Knitting Co. Ltd. Subisidiary	No.1600 Hewu Road Baozhen Town Chongming County Shanghai Shanghai, Chongming Shanghai Shi China	Shanghai, Chongming	China	Asia	Unspecified	Inactive	Not Set	36.9217	105.8034	100000	ZZZBES - ZHANGJIAGANG BEST COVER FASHION CO.,LTD		24/02/2022	Approximate
SUNYIM	Ningbo Fenghua Yimei Garment Factory	No.1 Hua Tian Fan , Shewang Industrial Park Fenghua Ningbo Chunhu Street Zhejiang Sheng 315506 China	Fenghua Ningbo	China	Asia	Unspecified	Active	Not Set	34.2097	103.6994	30000	ZZZSUN - NINGBO CENTURY SUNSHINE TRADE CO.,LTD		16/01/2026	Approximate
SHATIN	Xiangshan Tingwang Garment Co. Ltd	East of Bus Station, Beitang Industrial Zone, Jue Xi Street, Xiangshan County, Zhejiang Province Xiangshan Zhejiang Sheng China	Xiangshan	China	Asia	Unspecified	Active	Not Set	34.8897	106.0954	60000	SHA010 - SHANGHAI UNITEX APPAREL CO LTD	asa.bergqvist@loggia.com.au	14/05/2021	Approximate
SUNLOG	Ningbo Fenghua Hualong Garment Co. Ltd	Wujiabu Village Chunhu Town Ningbo Fenghua Zhejiang Sheng 315506 China	Ningbo	China	Asia	Unspecified	Inactive	Not Set	36.6297	104.5274	40000	ZZZSUN - NINGBO CENTURY SUNSHINE TRADE CO.,LTD		11/12/2024	Approximate
TRUBES	Best Shirts Ltd	35, Kunia, Borobari, PO: National University, Gazipur Dhaka 1704 Bangladesh	Po: National University,	Bangladesh	Asia	Unspecified	Active	Not Set	24.713	88.6803	600000	ZZZTRU-True Alliance international ltd		28/05/2021	Approximate
NANQIZ	Nantong Qizhi Garment Corp Co. Ltd	No.28(East) Donghai Road Hai an City Chengdong Jiangsu Sheng 226601 China	Hai An City	China	Asia	Unspecified	Active	Not Set	34.0377	104.2434	80000	ZZZNAN - NANJING TEXTILES IMPORT & EXPORT CORP., LTD		5/01/2026	Approximate
ORIMAY	Jiaxing Maybell Labels Co. Ltd	2 Floor, Building 3, No.2, Chuangye Road, Xindai Town, Pinghu City, Zhejiang Province JIAXING CITY Zhejiang Sheng China	Jiaxing City	China	Asia	Unspecified	Inactive	Not Set	36.2417	102.7914	500000	ORI002-ORIENT INTERNATIONAL ENTERPRISE , LTD.		2/06/2022	Approximate
KIMRED	Hong Ri (Cambodia) Clothing Co. Ltd	Chrey Koang Village, Choam Chao 2 Commune, Porsenchey District, Phnom Penh City khan por senchey phnom penh Cambodia Phnom Penh 120101 Cambodia	Khan Por Senchey Phnom Penh Cambodia	Cambodia	Asia	Unspecified	Active	Not Set	11.5897	106.851	36000	ZZZKIM - HANGZHOU KIMHAIE TRADING CO LTD		12/02/2026	Approximate
REEHAO	Guangdong Haohua Garment Co. Ltd	No.5, ERHENG ROAD, MINYING WEST, XINTANG TOWN, ZENGCHENG DISTRICT, GUANGZHOU 511340,GUANGDONG,CHINA ZENGCHENG Guangdong Sheng 511340 China	Zengcheng	China	Asia	Unspecified	Inactive	Not Set	34.6737	104.5234	8100	REE002 - GUANGZHOU REEGO GARMENT CO,.LTD (EVEROLLING INVESTMENT)		14/01/2022	Approximate
KIMXIA	Anqing Xiangtai Garment Co. Ltd	329 Yingbin West Road, Yixiu District, Anqing City Anhui Province, China Anhui Province, China Anhui Sheng 246000 China	Anhui Province, China	China	Asia	Unspecified	Active	Not Set	33.8857	105.4994	25000	ZZZKIM - HANGZHOU KIMHAIE TRADING CO LTD		23/10/2025	Approximate
